"","0353_PWS07","0354_PWS07","0355_PWS07","0356_PWS07","0357_PWS07","0358_PWS07","0359_PWS07","0360_PWS07","0361_PWS07","0362_PWS07","0363_PWS07","0364_PWS07","0365_PWS07","0366_PWS07","0367_PWS07","0409_PWS07","0410_PWS07","0411_PWS07","0412_PWS07","0413_PWS07","0414_PWS07","0415_PWS07","0433_PWS07","0434_PWS07","0435_PWS07","0436_PWS07","0437_PWS07","0438_PWS07","0439_PWS07","0440_PWS07","0553_PWS07","0554_PWS07","0555_PWS07","0556_PWS07","0557_PWS07","0558_PWS07","0559_PWS07","0560_PWS07","1145_PWS07","1146_PWS07","1147_PWS07","1148_PWS07","1149_PWS07","1150_PWS07","1151_PWS07","1152_PWS07","0329_PWS17","0330_PWS17","0331_PWS17","0332_PWS17","0333_PWS17","0334_PWS17","0335_PWS17","0336_PWS17","0473_PWS17","0474_PWS17","0475_PWS17","0476_PWS17","0477_PWS17","0478_PWS17","0479_PWS17","0480_PWS17","0577_PWS17","0578_PWS17","0579_PWS17","0580_PWS17","0581_PWS17","0582_PWS17","0583_PWS17","0584_PWS17","0649_PWS17","0650_PWS17","0651_PWS17","0652_PWS17","0653_PWS17","0654_PWS17","0655_PWS17","0656_PWS17","0953_PWS17","0954_PWS17","0955_PWS17","0956_PWS17","0957_PWS17","0958_PWS17","0959_PWS17","0960_PWS17","0977_PWS17","0978_PWS17","0979_PWS17","0980_PWS17","0981_PWS17","0982_PWS17","0983_PWS17","0984_PWS17","1033_PWS17","1034_PWS17","1035_PWS17","1036_PWS17","1037_PWS17","1038_PWS17","1039_PWS17","1040_PWS17","0561_PWS91","0562_PWS91","0563_PWS91","0564_PWS91","0565_PWS91","0567_PWS91","0568_PWS91","0585_PWS91","0586_PWS91","0588_PWS91","0589_PWS91","0590_PWS91","0591_PWS91","0592_PWS91","0665_PWS91","0666_PWS91","0667_PWS91","0668_PWS91","0669_PWS91","0670_PWS91","0671_PWS91","0672_PWS91","0698_PWS91","0699_PWS91","0700_PWS91","0701_PWS91","0702_PWS91","0703_PWS91","0704_PWS91","0785_PWS91","0786_PWS91","0787_PWS91","0788_PWS91","0789_PWS91","0790_PWS91","0791_PWS91","0792_PWS91","0809_PWS91","0810_PWS91","0811_PWS91","0812_PWS91","0813_PWS91","0814_PWS91","0815_PWS91","0816_PWS91","1105_PWS91","1106_PWS91","1107_PWS91","1110_PWS91","1112_PWS91","1201_PWS91","1202_PWS91","1203_PWS91","1204_PWS91","1205_PWS91","1206_PWS91","1207_PWS91","1208_PWS91","0449_PWS96","0450_PWS96","0451_PWS96","0452_PWS96","0453_PWS96","0454_PWS96","0455_PWS96","0456_PWS96","0601_PWS96","0602_PWS96","0603_PWS96","0604_PWS96","0605_PWS96","0606_PWS96","0607_PWS96","0608_PWS96","0753_PWS96","0754_PWS96","0755_PWS96","0756_PWS96","0757_PWS96","0758_PWS96","0759_PWS96","0760_PWS96","0929_PWS96","0930_PWS96","0931_PWS96","0932_PWS96","0933_PWS96","0934_PWS96","0935_PWS96","0936_PWS96","0961_PWS96","0962_PWS96","0963_PWS96","0964_PWS96","0965_PWS96","0966_PWS96","0967_PWS96","0968_PWS96","0985_PWS96","0986_PWS96","0987_PWS96","0988_PWS96","0989_PWS96","0990_PWS96","0991_PWS96","0992_PWS96","1017_PWS96","1018_PWS96","1019_PWS96","1020_PWS96","1021_PWS96","1022_PWS96","1023_PWS96","1024_PWS96","1073_PWS96","1074_PWS96","1075_PWS96","1076_PWS96","1077_PWS96","1078_PWS96","1079_PWS96","1080_PWS96","1113_PWS96","1114_PWS96","1115_PWS96","1116_PWS96","1117_PWS96","1118_PWS96","1119_PWS96","1120_PWS96"
"chr6_4388039",1,5,0,1,1,3,3,1,1,5,2,2,2,0,1,3,4,4,6,2,2,3,4,2,4,6,2,3,5,2,0,1,1,1,2,2,1,0,2,0,3,1,2,2,0,2,2,5,4,2,2,3,1,0,1,3,3,1,2,3,3,0,1,2,1,2,0,0,1,2,4,4,1,2,3,2,1,2,2,6,6,4,2,2,3,2,1,4,3,1,1,2,3,2,0,1,2,0,2,0,0,0,5,2,3,0,3,2,0,0,1,3,1,1,0,3,3,1,3,0,0,4,0,5,2,0,7,0,2,4,2,1,3,3,0,4,2,5,4,3,1,2,2,0,1,3,0,0,4,3,4,2,2,2,0,0,0,2,0,2,4,1,2,4,6,0,5,2,4,0,2,0,4,1,0,2,1,2,3,5,2,5,4,2,0,0,5,2,0,3,1,3,6,4,5,4,3,6,0,0,0,1,1,0,0,4,0,0,0,0,1,1,0,2,1,2,2,1,1,4,2,3,2,2,2,2,2,1,2,6,0,0
"chr6_4396369",1,2,4,1,6,0,0,3,0,0,1,0,3,1,8,3,1,1,0,5,2,1,0,0,4,5,0,1,4,2,0,0,2,1,1,0,3,1,0,0,1,2,2,1,0,1,1,0,1,2,3,4,1,3,2,1,2,2,0,2,0,0,4,5,3,0,1,1,1,2,0,2,0,1,1,0,1,0,0,2,2,3,2,0,2,0,2,1,1,3,2,1,1,1,1,1,0,3,0,1,3,0,4,0,2,3,3,4,1,1,0,0,1,2,1,0,4,2,4,1,0,1,0,1,1,0,0,1,1,4,3,1,3,1,0,0,1,2,3,0,2,2,0,0,4,1,1,1,2,1,1,1,1,2,1,2,0,2,1,2,0,1,2,1,1,2,0,0,1,0,2,0,1,1,2,2,5,3,2,0,0,1,3,4,1,3,2,1,1,1,2,4,2,5,5,3,3,2,2,1,2,2,3,0,1,1,2,3,2,2,2,2,1,3,0,5,1,4,3,1,1,1,0,2,0,3,1,0,3,3,0,2
"chr6_4402346",0,0,2,0,1,0,3,4,2,1,3,2,4,2,4,3,1,4,2,0,2,4,5,3,3,0,4,0,1,2,3,1,0,3,0,0,3,0,1,1,4,0,2,1,2,0,0,0,2,1,3,3,1,0,1,1,1,3,1,2,0,1,4,3,0,0,0,1,3,3,7,0,0,1,0,1,1,5,1,1,7,1,0,0,1,6,0,2,1,1,0,1,1,2,0,0,1,3,3,0,0,1,1,0,4,3,4,0,2,3,1,3,8,1,2,5,3,1,0,0,1,2,0,5,2,1,0,4,3,2,3,0,4,1,1,1,3,1,0,2,0,1,0,0,0,0,0,0,1,1,3,0,1,1,3,0,0,0,0,2,5,2,0,2,3,2,2,2,4,1,2,2,1,0,2,0,3,4,0,5,3,4,0,2,2,3,1,1,0,5,0,0,1,3,0,5,1,2,0,4,0,1,1,1,0,1,0,0,3,0,3,1,5,6,1,0,0,0,1,2,5,1,0,0,1,4,1,1,1,7,1,1
"chr6_4425540",0,2,1,1,0,1,1,1,3,3,3,1,4,2,1,0,2,1,5,3,2,0,3,5,4,4,4,2,1,3,3,1,1,1,6,1,4,1,0,1,3,1,1,0,1,5,2,3,2,0,4,0,1,2,0,2,0,3,1,0,0,1,3,1,1,1,0,3,0,1,3,1,0,1,1,1,1,0,2,5,0,3,0,2,3,6,5,2,4,1,2,2,2,0,1,2,1,3,0,1,3,0,0,0,3,2,1,1,1,3,0,3,2,0,1,5,2,2,0,2,0,2,2,2,1,2,3,6,1,0,3,3,0,2,1,3,1,2,2,2,0,2,0,1,0,2,1,0,2,1,2,3,2,0,0,1,1,0,3,2,1,5,4,0,1,0,3,0,1,2,3,2,0,2,0,1,1,3,2,0,2,3,2,3,4,1,1,0,0,2,3,0,2,3,2,0,3,2,0,0,0,0,0,4,2,3,1,1,1,0,0,3,3,2,3,0,1,3,0,2,2,1,1,1,1,1,1,1,2,2,0,1
"chr6_4425550",0,2,1,1,0,0,1,1,3,4,3,1,4,2,1,0,2,1,5,3,2,0,4,4,4,4,4,2,1,3,3,1,1,1,5,2,4,1,0,1,3,1,1,0,1,3,2,3,2,0,4,0,1,2,0,2,0,3,1,0,0,1,3,1,1,1,0,3,0,1,3,2,0,1,1,1,1,0,2,5,0,2,0,2,2,6,4,2,1,1,2,2,2,0,1,2,1,3,0,2,3,0,0,0,2,1,1,2,2,3,0,2,2,0,2,5,2,2,0,1,0,2,2,2,1,2,7,5,1,0,3,2,0,2,0,3,1,1,3,2,0,2,0,1,0,2,1,0,2,1,3,3,1,1,0,1,1,0,2,2,1,5,4,0,1,0,3,0,1,2,2,2,0,2,0,1,1,3,2,0,2,3,2,3,4,1,1,0,0,2,3,0,2,3,2,0,3,2,0,0,0,0,0,4,2,3,1,1,1,0,0,3,2,2,2,0,1,3,0,2,2,1,1,1,1,1,1,1,2,2,0,1
"chr6_4425924",2,1,1,0,1,2,5,1,1,3,2,5,4,3,1,4,2,0,2,3,1,0,1,8,1,0,0,1,5,2,0,2,0,2,2,3,3,1,2,0,2,1,3,1,0,7,2,5,2,1,0,6,0,0,4,1,1,3,0,0,0,1,2,2,2,0,2,2,2,1,0,3,0,5,2,1,0,0,2,2,4,0,2,5,0,6,3,1,2,2,2,2,1,2,3,1,0,1,0,3,0,0,4,3,0,0,1,1,3,1,0,2,2,2,0,0,0,2,1,0,0,0,0,1,3,1,0,8,0,5,3,1,2,1,2,0,2,5,2,0,0,4,0,2,1,2,0,0,5,1,0,2,1,3,0,1,1,3,3,0,2,5,2,0,1,0,3,5,3,0,2,1,0,0,0,1,2,1,2,4,1,0,2,4,0,4,2,1,1,4,0,0,1,4,0,NA,0,4,2,2,4,0,5,0,2,2,0,0,2,1,0,3,0,0,2,6,4,3,2,5,0,2,1,0,2,1,0,5,1,5,0,4
"chr6_4427311",1,0,3,2,3,0,0,4,2,0,3,1,0,6,0,0,2,1,6,6,2,2,4,1,0,3,1,1,2,3,1,0,1,0,0,3,1,0,2,0,1,1,2,1,1,0,2,4,2,7,2,1,2,0,0,0,0,3,3,1,0,2,1,2,4,2,0,2,2,4,2,2,1,0,4,0,2,0,3,2,5,4,0,0,1,4,1,0,4,1,2,3,0,1,0,0,0,0,2,0,1,2,2,0,2,1,0,0,4,1,0,0,4,0,2,1,1,3,1,1,1,0,2,3,3,2,2,2,0,1,2,0,1,2,0,1,2,3,2,0,0,0,2,2,0,0,0,2,1,1,1,2,2,1,0,1,0,0,0,0,9,0,2,0,4,2,2,2,0,3,2,0,0,1,0,1,2,2,2,4,5,4,0,6,0,0,2,0,0,3,1,0,8,2,3,0,1,7,4,4,0,0,0,5,1,4,0,1,0,2,2,0,2,4,3,0,4,5,1,3,0,0,3,2,1,1,0,0,1,5,3,2
"chr6_4427691",1,0,1,0,3,1,1,1,2,0,4,6,2,0,2,7,3,2,0,1,0,3,2,4,6,3,4,4,4,4,1,4,1,1,0,2,2,1,2,0,0,0,1,0,0,3,3,1,5,0,3,1,1,1,2,1,2,0,2,1,0,0,2,0,3,1,3,2,2,4,4,2,2,1,1,0,2,5,5,2,6,1,2,1,0,2,0,2,1,0,0,1,0,0,2,2,1,1,2,3,0,0,1,2,0,3,0,1,0,1,1,0,3,2,0,0,0,0,3,2,0,0,2,2,1,0,5,2,4,1,0,3,0,3,0,1,1,2,1,0,2,4,0,0,0,0,0,2,3,1,0,1,1,5,4,1,0,0,0,5,5,3,4,1,5,2,1,4,2,0,2,2,2,0,1,4,3,2,2,0,0,3,4,3,3,4,1,0,2,1,4,3,3,3,3,5,6,0,3,8,1,0,4,2,0,1,2,0,1,1,3,3,0,4,2,2,2,4,2,1,1,1,3,4,1,4,2,2,1,6,1,3
"chr6_4428256",2,2,1,3,3,0,3,4,8,2,4,3,0,2,2,0,1,0,0,2,2,0,0,0,1,6,2,2,1,1,2,0,0,2,1,0,1,5,2,1,0,0,3,3,1,1,6,0,0,3,2,0,2,2,0,2,0,5,1,1,0,0,5,1,1,1,3,2,3,4,0,1,3,2,0,2,0,1,1,0,3,0,2,0,4,0,1,1,7,2,0,1,1,0,5,0,2,1,1,1,2,0,0,2,0,1,1,0,1,3,0,1,3,0,1,2,0,3,0,1,1,2,2,3,3,1,2,4,1,4,3,3,1,1,2,2,0,0,0,0,2,1,1,0,0,4,0,1,2,1,0,2,2,1,1,2,1,0,0,3,3,3,2,1,2,2,2,2,4,1,1,0,3,1,1,2,3,3,4,3,3,0,2,2,1,5,0,0,0,1,0,1,5,1,7,4,2,0,4,0,0,0,1,2,0,3,0,1,1,2,2,0,1,0,1,1,3,0,1,0,0,1,0,0,0,4,2,2,2,5,1,4
"chr6_4432439",2,4,3,0,3,0,6,1,4,4,1,2,1,7,5,4,1,0,0,1,3,1,0,0,5,2,3,5,2,7,0,1,3,1,4,2,5,2,3,2,1,0,3,3,2,1,2,4,4,0,2,2,2,1,1,1,0,4,1,0,1,0,1,0,3,1,3,1,3,2,2,2,0,2,5,1,0,2,0,1,4,1,0,4,2,3,1,1,5,3,1,0,0,1,1,1,2,0,3,0,0,2,1,0,3,2,3,3,1,3,1,0,1,4,3,0,2,3,2,3,3,1,2,2,1,0,0,2,2,5,3,4,0,0,0,1,2,2,1,2,0,3,1,1,0,0,1,1,5,0,1,5,2,0,2,2,1,1,0,5,3,2,4,0,1,0,6,5,1,2,1,2,3,1,0,1,1,6,2,3,2,5,12,2,0,1,5,2,0,5,0,0,0,4,0,5,7,3,6,3,2,0,0,1,4,2,0,3,4,0,1,0,1,4,1,7,0,2,1,4,2,1,1,3,0,5,4,2,2,3,2,3
"chr6_4432446",2,4,1,0,3,0,5,1,4,4,1,2,1,7,5,4,1,0,0,1,3,2,0,0,5,2,3,5,2,7,0,1,3,1,4,2,5,2,3,0,1,0,2,1,2,1,2,4,3,0,2,1,2,1,1,1,0,4,1,0,3,0,1,0,3,1,3,1,3,2,2,2,0,2,5,1,0,3,0,2,5,1,0,4,2,3,1,1,5,3,1,0,0,1,1,1,2,0,3,0,0,2,1,0,3,2,3,3,1,3,1,0,1,4,3,0,2,4,1,3,5,1,2,2,1,0,0,1,2,5,3,4,0,0,0,1,2,2,1,2,0,4,1,1,0,0,1,1,5,0,1,2,2,0,2,1,1,1,0,5,4,1,4,0,1,0,5,5,1,2,1,2,3,1,0,1,1,6,2,3,2,5,10,2,0,1,5,2,0,5,0,0,0,4,0,5,6,3,6,3,2,0,0,1,4,2,0,3,4,0,1,0,1,4,1,5,0,2,1,4,2,1,1,3,0,5,4,2,2,3,2,4
"chr6_4473289",0,2,4,0,4,1,8,2,1,2,4,0,2,0,0,2,1,0,0,3,0,0,2,0,0,0,0,1,8,2,2,1,1,2,4,0,2,0,1,3,4,0,2,0,1,0,0,2,5,5,0,0,2,0,0,0,0,4,3,1,0,0,5,1,5,1,1,3,3,0,2,3,2,0,0,0,5,4,0,0,1,2,1,0,0,1,0,0,3,1,0,0,2,1,3,3,1,0,1,2,3,0,2,2,1,1,4,2,1,3,2,0,0,2,2,2,0,4,1,1,0,0,0,0,1,1,1,2,5,4,0,0,2,1,3,1,3,4,0,1,1,3,2,0,0,2,1,2,3,0,0,2,1,2,2,1,1,0,2,0,4,0,3,2,4,0,1,1,3,2,2,0,0,0,1,1,1,5,4,1,3,5,8,2,0,1,1,1,2,2,2,1,1,0,3,2,2,0,5,8,0,3,3,0,0,2,1,4,1,2,4,0,0,0,0,1,1,10,0,2,3,2,1,0,0,6,3,0,1,3,2,1
"chr6_4476189",0,4,1,0,1,3,1,6,0,4,1,0,2,2,5,0,1,3,2,3,1,4,0,2,2,5,0,0,2,1,1,1,2,6,0,4,2,0,0,2,1,2,0,0,0,1,0,2,1,1,1,3,0,1,1,1,0,2,3,2,3,4,1,3,2,0,4,0,1,1,1,1,0,1,2,1,1,0,0,0,4,2,1,3,1,4,3,2,2,2,1,2,2,1,3,0,0,2,1,0,1,0,2,3,2,1,0,2,2,1,2,0,1,1,1,0,1,2,0,0,1,2,2,3,0,0,3,3,3,2,0,2,0,2,0,0,0,4,0,1,0,1,0,1,2,0,0,2,4,2,1,0,2,2,1,0,0,0,0,0,2,0,1,3,2,3,1,3,1,4,3,0,2,1,2,2,1,9,3,4,1,7,6,1,0,6,3,2,0,2,0,2,1,5,2,1,1,0,1,1,0,1,4,0,0,3,2,2,0,1,0,2,2,2,3,0,0,2,1,0,2,0,3,1,3,0,1,0,3,3,0,1
"chr6_4490441",1,0,4,0,4,2,6,5,4,0,7,2,4,3,5,2,1,3,0,4,5,0,4,11,3,0,6,1,3,0,1,2,0,0,2,5,5,0,1,0,1,3,4,4,1,2,5,1,2,2,0,3,0,1,0,3,3,0,1,1,2,2,0,1,0,1,1,2,4,2,4,0,0,0,1,1,2,1,1,6,5,5,4,6,2,2,3,1,2,2,4,3,0,2,1,3,0,0,1,1,2,1,5,0,1,0,3,1,1,0,2,0,3,3,0,2,3,1,2,1,2,1,0,2,3,0,1,2,8,5,1,2,3,2,1,0,2,0,1,0,1,2,2,0,0,0,0,0,1,1,1,1,3,1,4,2,1,0,5,0,5,2,2,0,1,2,1,0,0,1,0,1,0,0,2,3,2,4,3,3,5,3,5,2,3,0,0,0,0,2,2,0,1,2,3,3,0,3,9,3,1,3,2,2,3,5,1,1,1,1,1,2,1,4,5,3,4,5,1,3,3,0,2,0,2,0,0,1,0,1,0,0
"chr6_4507055",1,3,1,1,1,1,7,2,2,5,4,2,0,0,4,3,0,0,8,5,0,0,2,4,2,0,1,3,2,4,2,1,0,0,0,5,1,4,0,2,1,1,4,1,2,4,4,4,1,2,1,1,2,2,1,0,3,3,0,3,4,0,0,0,2,0,0,3,0,5,3,1,1,0,1,2,0,3,0,0,5,1,1,1,0,0,0,3,5,0,1,1,2,1,0,0,1,0,0,0,1,0,1,2,0,1,1,0,2,1,3,0,2,2,0,1,0,0,1,4,2,3,0,0,3,2,3,3,3,0,1,1,2,3,1,0,1,2,1,1,0,2,0,0,1,1,1,2,2,1,1,1,0,2,2,0,0,2,1,2,2,1,4,3,2,2,1,0,0,0,1,0,0,0,3,1,0,2,5,1,2,0,2,0,3,2,1,4,1,0,0,0,2,7,4,5,1,2,2,3,0,0,2,0,2,3,1,1,0,1,2,3,0,1,0,1,0,0,4,0,1,0,6,2,0,4,1,2,3,1,1,0
"chr6_4509113",0,2,4,0,3,3,3,2,2,3,4,1,4,2,0,2,2,1,3,0,0,1,4,0,0,1,1,4,0,3,1,0,0,3,2,2,7,2,1,1,2,0,2,0,1,4,1,2,1,1,1,0,0,2,1,3,0,0,1,4,2,1,1,2,2,1,2,3,0,0,3,4,0,0,0,1,2,2,1,2,3,1,1,2,5,1,3,2,3,1,0,0,2,0,1,0,1,0,0,0,0,0,0,3,2,0,2,1,1,0,2,0,1,1,0,1,2,1,2,2,1,2,2,0,2,1,6,0,0,3,2,0,3,1,1,3,2,3,0,0,0,3,1,0,0,2,0,1,4,2,1,2,0,0,0,2,4,0,3,3,0,7,2,0,0,0,2,3,1,3,0,1,0,0,0,0,3,1,2,1,2,2,3,6,1,1,1,0,0,1,0,0,2,0,3,0,2,1,1,2,0,0,3,0,0,0,2,0,0,0,2,0,1,2,1,0,2,1,1,2,3,0,0,2,0,2,2,1,0,4,2,1
"chr6_4510899",0,5,1,3,1,2,2,0,2,1,2,2,2,3,2,0,8,5,6,1,0,3,2,2,5,2,3,0,5,6,3,0,1,7,0,0,2,3,2,2,5,3,2,3,1,8,0,2,0,2,0,0,0,0,2,1,1,2,0,1,3,0,5,0,0,2,1,2,1,0,3,0,1,0,1,0,3,3,2,1,3,3,2,4,2,2,0,0,3,1,2,5,3,0,1,1,4,4,1,0,3,1,1,0,4,1,1,0,1,0,0,0,3,2,2,2,1,1,2,1,0,3,0,2,0,0,12,1,0,4,6,4,2,1,1,0,2,6,0,1,0,1,0,3,1,1,0,0,2,2,0,1,5,0,2,2,1,3,3,0,3,6,0,3,3,1,1,0,2,0,2,0,0,4,0,5,3,0,1,5,5,4,2,3,3,3,4,0,0,2,3,4,1,3,6,3,2,0,0,1,0,1,0,0,1,1,3,0,2,2,0,1,2,0,3,0,0,5,0,0,3,1,2,0,4,1,3,1,1,4,7,5
"chr6_4527412",3,4,4,3,1,3,6,0,7,0,0,0,2,1,2,0,3,7,3,3,1,1,6,4,1,4,1,2,4,3,2,3,1,2,4,2,5,6,0,2,2,0,3,6,1,3,4,8,1,4,0,4,2,1,3,2,3,2,3,1,1,1,3,1,2,1,1,0,3,1,1,0,1,3,0,1,1,0,1,7,7,3,1,2,0,2,5,1,3,2,0,4,2,2,0,4,3,0,3,1,1,2,0,2,3,2,0,4,1,2,2,3,5,0,0,2,3,4,2,1,0,2,1,5,1,2,4,7,2,6,1,0,1,4,0,1,0,2,1,0,1,3,1,2,0,1,2,3,0,2,1,0,0,3,3,5,0,2,1,1,0,3,6,1,4,1,2,3,1,2,0,3,0,0,0,5,10,1,7,2,4,3,5,0,0,4,3,3,0,3,4,0,7,6,4,2,3,8,2,5,0,1,4,1,2,5,0,1,0,1,0,6,1,1,0,2,3,1,2,4,0,2,2,1,1,1,3,4,1,5,3,1
"chr6_4527504",0,1,2,3,2,2,8,0,4,1,2,0,0,9,0,1,3,6,0,3,2,2,3,4,3,3,0,1,0,2,2,3,2,0,2,5,2,5,0,0,2,1,1,5,1,0,0,8,0,3,0,4,2,0,2,2,1,4,2,5,0,1,2,2,1,0,2,1,3,2,3,2,0,1,7,1,1,1,1,2,0,5,0,5,2,1,4,1,6,0,0,2,3,1,1,2,3,2,1,1,2,2,3,0,3,4,2,7,2,3,2,4,3,1,1,5,2,2,2,2,2,3,1,3,1,2,2,3,4,5,1,1,4,0,0,0,1,2,1,2,2,4,1,0,1,0,2,2,1,0,2,0,0,2,2,4,3,3,2,2,6,7,5,2,4,4,1,1,2,0,2,1,0,0,0,4,4,2,3,0,1,1,2,0,0,5,3,0,1,2,1,3,7,2,2,3,0,6,6,2,0,2,5,0,1,1,2,1,2,3,1,1,0,1,1,0,2,2,2,2,0,1,3,1,4,4,0,4,1,2,3,5
"chr6_4529742",1,0,0,0,1,1,3,1,2,3,0,5,4,1,4,1,4,4,0,1,0,4,1,2,3,3,3,0,3,2,0,2,1,0,1,1,5,3,0,1,2,0,0,2,1,1,2,3,2,2,3,2,1,0,0,3,0,1,3,1,3,0,0,4,3,1,1,2,0,3,1,1,2,1,2,0,2,2,2,3,3,1,0,1,0,0,3,1,1,0,0,1,3,2,3,0,2,2,2,0,0,1,0,1,1,1,2,3,1,3,2,0,0,0,0,0,5,2,4,1,5,0,4,0,2,0,3,2,2,3,3,0,0,4,0,2,1,1,0,4,0,2,1,1,0,1,0,1,0,1,2,3,1,3,1,0,1,2,0,1,8,2,5,1,1,0,5,1,1,2,2,0,2,0,0,6,6,6,2,1,3,2,2,2,1,0,2,1,3,4,2,2,1,3,1,3,2,1,2,3,0,0,2,2,0,0,1,2,2,0,5,0,0,0,1,2,0,0,1,1,1,0,2,0,2,1,1,1,2,1,1,1
"chr6_4530081",3,1,2,0,0,4,5,0,4,3,5,1,1,5,1,1,7,6,2,4,1,0,6,4,1,2,0,6,0,1,0,1,0,0,2,1,4,4,0,6,3,0,1,0,1,5,3,2,0,1,0,1,0,2,1,0,1,1,1,2,0,2,1,0,0,0,1,7,4,2,2,4,1,1,0,1,2,2,2,0,3,1,1,0,1,2,3,1,1,0,2,7,3,1,4,1,2,1,1,1,0,2,0,1,2,1,3,4,0,1,2,3,5,0,1,1,2,1,3,5,3,0,3,1,7,1,2,4,0,2,1,3,2,1,1,6,1,0,1,3,1,0,1,0,0,2,0,2,1,0,0,0,1,1,2,4,0,0,3,2,3,4,4,3,1,0,2,1,3,1,4,1,2,1,2,0,9,4,5,2,0,5,1,7,0,1,3,0,0,0,1,0,2,2,3,2,0,2,3,3,1,4,2,1,0,4,1,5,2,0,3,5,3,0,1,3,7,0,1,1,2,4,5,7,1,0,0,6,3,NA,1,2
"chr6_4538079",3,0,3,1,2,0,6,4,1,3,6,0,3,0,6,4,4,3,2,3,1,0,2,3,2,1,2,8,2,2,1,1,3,1,3,3,2,4,1,3,1,0,2,1,0,2,4,6,2,1,1,3,2,2,1,1,2,0,0,1,1,1,5,0,1,0,3,2,2,2,1,2,0,1,1,0,2,1,1,3,6,0,2,2,3,1,2,1,4,1,1,1,5,0,3,0,0,2,0,4,1,1,2,3,2,1,3,0,0,0,0,1,1,3,0,3,1,2,0,4,1,1,1,1,1,1,3,3,0,5,2,3,0,2,3,1,0,3,2,4,0,0,0,2,0,0,2,1,1,1,1,1,0,6,2,1,1,0,1,0,0,3,1,2,1,0,0,1,3,1,5,0,3,0,1,1,2,4,3,1,1,5,2,5,0,1,0,2,0,2,4,0,5,6,6,2,0,5,3,1,0,4,3,3,3,3,0,1,5,4,1,0,1,1,3,4,2,1,1,5,5,0,2,4,1,5,1,1,2,4,1,5
"chr6_4539602",0,2,3,1,3,3,0,2,2,4,2,1,0,1,2,1,1,1,1,3,3,4,0,3,3,2,2,3,1,0,1,0,2,0,0,3,2,3,1,3,1,2,0,2,1,4,2,1,4,1,5,5,5,2,5,0,0,1,1,0,2,0,2,2,3,5,3,4,2,1,0,1,0,3,0,2,1,1,1,1,4,0,1,1,4,4,4,1,2,0,3,2,2,2,0,2,0,2,1,1,0,1,3,1,2,1,0,1,6,3,2,1,4,1,0,2,0,1,1,1,2,4,2,2,2,1,1,0,5,6,4,3,0,1,3,1,1,0,0,2,0,2,1,2,0,0,1,3,1,2,1,3,5,4,0,1,2,0,1,4,2,3,7,0,3,2,1,3,1,4,1,1,0,3,1,3,3,2,7,3,5,2,5,3,0,4,4,1,3,1,0,1,2,1,4,5,3,0,6,2,2,1,4,1,2,1,5,3,0,5,1,0,1,3,1,0,2,3,0,1,1,0,0,1,1,1,3,1,4,0,1,5
"chr6_4539629",0,1,2,1,4,4,0,3,2,3,1,1,0,1,4,1,1,2,1,0,2,6,0,1,1,0,NA,3,2,2,1,0,2,0,0,2,2,2,1,3,0,2,0,2,0,4,0,1,3,1,2,3,4,1,4,0,0,1,1,0,2,0,2,2,2,6,3,5,2,1,0,1,1,2,0,0,2,1,2,1,3,0,NA,1,3,4,2,1,1,0,3,1,0,2,0,1,0,1,1,2,0,1,4,2,1,1,0,1,4,3,3,1,4,1,0,0,0,1,1,1,2,4,2,3,1,1,1,0,4,2,2,1,0,1,3,2,1,0,0,2,0,3,1,2,0,0,1,3,1,2,2,3,5,3,0,1,1,0,1,4,3,3,6,0,2,2,1,3,1,1,2,1,0,3,0,2,3,2,7,3,3,2,1,3,1,4,4,1,2,0,0,2,2,0,3,4,3,0,7,1,1,1,4,1,2,1,4,3,0,5,0,0,1,3,1,1,0,2,1,1,3,0,0,1,1,1,2,1,4,0,1,4
"chr6_4539655",0,2,2,1,4,4,0,2,6,2,1,2,0,1,4,0,2,1,1,1,0,10,0,1,1,0,NA,3,2,2,1,1,1,0,1,2,4,3,1,3,0,1,0,1,0,4,0,1,3,1,3,3,2,1,4,0,0,1,1,0,2,0,2,2,2,5,3,4,3,2,1,1,1,2,0,0,2,1,4,1,1,0,1,0,3,2,1,0,0,1,3,1,1,2,1,1,0,1,1,2,1,1,5,2,1,1,1,1,6,2,2,0,1,1,0,1,0,1,0,1,1,4,2,3,2,2,2,0,2,3,2,1,0,1,2,2,0,0,0,0,0,3,1,0,0,0,0,2,1,1,2,3,3,1,0,1,1,0,1,4,3,2,2,0,2,2,0,3,0,0,2,1,0,1,0,3,3,1,6,4,4,2,1,4,2,3,4,1,2,2,0,1,1,0,0,6,1,0,7,0,1,1,4,1,2,1,2,3,0,5,0,0,1,2,1,1,0,1,1,2,3,0,1,1,1,2,2,1,3,0,1,5
